Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
21,ft_test_T22_nmos_svt_test_1,gm,18e-3,,,
21,ft_test_T22_nmos_svt_test_1,gds,2.224e-3,,,
21,ft_test_T22_nmos_svt_test_1,gain,8.093,,,
21,ft_test_T22_nmos_svt_test_1,ids,4.696e-3,,,
21,ft_test_T22_nmos_svt_test_1,gm_id,3.833,,,
"Parameters: VDS=600m, VGS=800m",,,,,,
22,ft_test_T22_nmos_svt_test_1,ft,231.8e9,,,
22,ft_test_T22_nmos_svt_test_1,cgg,7.962e-15,,,
22,ft_test_T22_nmos_svt_test_1,cgs,5.349e-15,,,
22,ft_test_T22_nmos_svt_test_1,cgd,2.413e-15,,,
22,ft_test_T22_nmos_svt_test_1,vth,377.5e-3,,,
22,ft_test_T22_nmos_svt_test_1,vdsat,254.8e-3,,,
22,ft_test_T22_nmos_svt_test_1,gm,18.01e-3,,,
22,ft_test_T22_nmos_svt_test_1,gds,2.435e-3,,,
22,ft_test_T22_nmos_svt_test_1,gain,7.394,,,
22,ft_test_T22_nmos_svt_test_1,ids,5.54e-3,,,
22,ft_test_T22_nmos_svt_test_1,gm_id,3.25,,,
"Parameters: VDS=700m, VGS=300m",,,,,,
23,ft_test_T22_nmos_svt_test_1,ft,20.74e9,,,
23,ft_test_T22_nmos_svt_test_1,cgg,4.947e-15,,,
23,ft_test_T22_nmos_svt_test_1,cgs,2.476e-15,,,
23,ft_test_T22_nmos_svt_test_1,cgd,1.944e-15,,,
23,ft_test_T22_nmos_svt_test_1,vth,366.2e-3,,,
23,ft_test_T22_nmos_svt_test_1,vdsat,99.25e-3,,,
23,ft_test_T22_nmos_svt_test_1,gm,1.216e-3,,,
23,ft_test_T22_nmos_svt_test_1,gds,111.3e-6,,,
23,ft_test_T22_nmos_svt_test_1,gain,10.93,,,
23,ft_test_T22_nmos_svt_test_1,ids,57.62e-6,,,
23,ft_test_T22_nmos_svt_test_1,gm_id,21.1,,,
"Parameters: VDS=700m, VGS=350m",,,,,,
24,ft_test_T22_nmos_svt_test_1,ft,46.44e9,,,
24,ft_test_T22_nmos_svt_test_1,cgg,5.132e-15,,,
24,ft_test_T22_nmos_svt_test_1,cgs,2.663e-15,,,
24,ft_test_T22_nmos_svt_test_1,cgd,1.972e-15,,,
24,ft_test_T22_nmos_svt_test_1,vth,366.3e-3,,,
24,ft_test_T22_nmos_svt_test_1,vdsat,103.7e-3,,,
24,ft_test_T22_nmos_svt_test_1,gm,2.771e-3,,,
24,ft_test_T22_nmos_svt_test_1,gds,253.2e-6,,,
24,ft_test_T22_nmos_svt_test_1,gain,10.94,,,
24,ft_test_T22_nmos_svt_test_1,ids,152.9e-6,,,
24,ft_test_T22_nmos_svt_test_1,gm_id,18.13,,,
"Parameters: VDS=700m, VGS=400m",,,,,,
25,ft_test_T22_nmos_svt_test_1,ft,82.86e9,,,
25,ft_test_T22_nmos_svt_test_1,cgg,5.609e-15,,,
25,ft_test_T22_nmos_svt_test_1,cgs,3.17e-15,,,
25,ft_test_T22_nmos_svt_test_1,cgd,2.004e-15,,,
25,ft_test_T22_nmos_svt_test_1,vth,366.4e-3,,,
25,ft_test_T22_nmos_svt_test_1,vdsat,112.1e-3,,,
25,ft_test_T22_nmos_svt_test_1,gm,5.195e-3,,,
25,ft_test_T22_nmos_svt_test_1,gds,475.8e-6,,,
25,ft_test_T22_nmos_svt_test_1,gain,10.92,,,
25,ft_test_T22_nmos_svt_test_1,ids,346e-6,,,
25,ft_test_T22_nmos_svt_test_1,gm_id,15.01,,,
"Parameters: VDS=700m, VGS=450m",,,,,,
26,ft_test_T22_nmos_svt_test_1,ft,123e9,,,
26,ft_test_T22_nmos_svt_test_1,cgg,6.224e-15,,,
26,ft_test_T22_nmos_svt_test_1,cgs,3.82e-15,,,
26,ft_test_T22_nmos_svt_test_1,cgd,2.041e-15,,,
26,ft_test_T22_nmos_svt_test_1,vth,366.6e-3,,,
26,ft_test_T22_nmos_svt_test_1,vdsat,124.4e-3,,,
26,ft_test_T22_nmos_svt_test_1,gm,8.152e-3,,,
26,ft_test_T22_nmos_svt_test_1,gds,752.9e-6,,,
26,ft_test_T22_nmos_svt_test_1,gain,10.83,,,
26,ft_test_T22_nmos_svt_test_1,ids,670.7e-6,,,
26,ft_test_T22_nmos_svt_test_1,gm_id,12.16,,,
"Parameters: VDS=700m, VGS=500m",,,,,,
27,ft_test_T22_nmos_svt_test_1,ft,160e9,,,
27,ft_test_T22_nmos_svt_test_1,cgg,6.715e-15,,,
27,ft_test_T22_nmos_svt_test_1,cgs,4.321e-15,,,
27,ft_test_T22_nmos_svt_test_1,cgd,2.083e-15,,,
27,ft_test_T22_nmos_svt_test_1,vth,367e-3,,,
27,ft_test_T22_nmos_svt_test_1,vdsat,139.6e-3,,,
27,ft_test_T22_nmos_svt_test_1,gm,11.14e-3,,,
27,ft_test_T22_nmos_svt_test_1,gds,1.045e-3,,,
27,ft_test_T22_nmos_svt_test_1,gain,10.66,,,
27,ft_test_T22_nmos_svt_test_1,ids,1.138e-3,,,
27,ft_test_T22_nmos_svt_test_1,gm_id,9.792,,,
"Parameters: VDS=700m, VGS=550m",,,,,,
28,ft_test_T22_nmos_svt_test_1,ft,191.3e9,,,
28,ft_test_T22_nmos_svt_test_1,cgg,7.065e-15,,,
28,ft_test_T22_nmos_svt_test_1,cgs,4.659e-15,,,
28,ft_test_T22_nmos_svt_test_1,cgd,2.13e-15,,,
28,ft_test_T22_nmos_svt_test_1,vth,367.3e-3,,,
28,ft_test_T22_nmos_svt_test_1,vdsat,156.7e-3,,,
28,ft_test_T22_nmos_svt_test_1,gm,13.75e-3,,,
28,ft_test_T22_nmos_svt_test_1,gds,1.32e-3,,,
28,ft_test_T22_nmos_svt_test_1,gain,10.42,,,
28,ft_test_T22_nmos_svt_test_1,ids,1.735e-3,,,
28,ft_test_T22_nmos_svt_test_1,gm_id,7.926,,,
"Parameters: VDS=700m, VGS=600m",,,,,,
29,ft_test_T22_nmos_svt_test_1,ft,214.1e9,,,
29,ft_test_T22_nmos_svt_test_1,cgg,7.324e-15,,,
29,ft_test_T22_nmos_svt_test_1,cgs,4.89e-15,,,
29,ft_test_T22_nmos_svt_test_1,cgd,2.182e-15,,,
29,ft_test_T22_nmos_svt_test_1,vth,367.8e-3,,,
29,ft_test_T22_nmos_svt_test_1,vdsat,175.2e-3,,,
29,ft_test_T22_nmos_svt_test_1,gm,15.78e-3,,,
29,ft_test_T22_nmos_svt_test_1,gds,1.564e-3,,,
